5000;5000
4818,415
813,3322
4739,1455
3085,4006
2650,3268
183,4345
2942,4404
3811,491
2311,4612
2061,72
2763,2899
2048,477
1976,4559
2700,1036
1346,4924
3103,3356
3691,3822
4655,2966
2914,2065
3450,1880
4265,2540
748,1923
1629,3880
4852,2119
3023,722
2959,3327
3505,2643
2602,1663
886,2079
1356,2863
1807,4662
4023,58
3473,196
905,1702
3618,1215
4469,2197
2283,3789
2138,451
1520,704
2409,1567
3656,1519
1410,3554
3120,1423
1337,532
4715,208
3255,2766
2788,1094
2816,3436
362,589
4040,1551
235,525
2411,576
2801,3575
1874,720
2317,2051
4701,4151
4652,3801
111,1791
250,1806
1244,1042
2208,1437
3693,756
4340,582
3799,1326
2437,2875
2245,4390
111,3915
1662,1001
3315,4774
2143,2805
2535,2976
873,1693
3065,711
3192,4133
535,4193
4164,394
1644,1323
2289,1979
735,920
4016,464
817,2015
2114,1648
3045,3515
186,829
4066,8
3384,2447
2708,250
3693,1185
3748,3898
3030,3842
1769,2088
372,457
3914,3381
1213,1870
4194,2928
4644,4876
3649,751
3689,2781
3556,2524
3484,3926
1823,2378
4217,63
2125,4306
3202,3251
481,4026
1111,3819
1731,4649
3476,4217
2595,17
3239,154
1988,1535
2355,4294
2392,2650
944,2877
4769,3130
820,3726
57,4062
481,4698
1547,4537
2847,3863
2856,4569
601,2743
700,1589
1708,3559
3985,604
142,1865
4777,4115
934,3271
3602,1115
1623,321
521,2194
2539,1946
4344,847
514,4640
315,4315
4348,1644
3346,156
3243,3925
1520,3492
4611,2340
669,4281
1806,3250
4973,3631
1457,3673
1783,424
2747,4216
769,4699
2351,3202
3059,2705
463,2662
19,499
1785,571
2247,1257
2440,148
3916,1218
4282,738
2988,4374
4178,2463
4399,1781
425,3955
1323,513
1578,1666
1151,2993
2997,4773
199,4559
1732,2207
1571,1715
4806,2389
1795,251
3668,707
1407,1014
2455,1630
3059,2428
370,1921
997,1028
3162,2567
1617,167
1825,2082
159,2706
2361,2360
2890,1614
872,4020
1043,1381
4649,1224
49,1656
1514,950
3344,3789
4146,4668
3797,3811
2715,259
4725,279
762,3347
3057,3026
3081,4369
1644,4248
343,3079
3674,2288
48,6
4771,1256
2388,2790
127,1441
1594,2560
2304,4355
1780,216
1753,3052
3090,3830
3248,1558
3884,4580
3213,1036
352,4742
2220,2936
3422,1837
1532,169
4215,3828
987,4260
1669,511
3362,4001
1730,733
2001,3206
491,2681
1200,3716
3252,1058
4593,693
2838,732
3334,3216
2925,4401
1973,4198
2819,2072
4914,79
4892,2312
977,1375
1896,1014
880,1795
2495,2169
3327,2202
2171,120
503,382
1690,2081
756,1479
1653,3700
2227,641
2157,3276
1481,4599
3753,3549
2420,1303
3962,3294
3343,2186
209,3045
3666,4604
18,2441
1077,3179
4166,3620
229,674
2075,1935
4882,2180
1813,4958
1772,1509
498,3680
1555,4494
406,1305
4368,4732
2120,3690
235,4719
4062,3199
4262,1735
3766,638
2636,1404
1512,3127
1278,1126
1545,1824
879,1397
740,925
1761,1774
4490,2395
681,2295
4200,4356
2742,1343
1359,3105
3528,4317
336,3624
4925,707
4036,1059
4838,74
103,357
2543,1579
1386,4397
2503,1518
3974,443
4929,369
1118,3530
519,225
785,1494
1769,2806
3307,3111
104,4929
3251,1820
4457,1726
2416,2789
1444,2746
3511,3079
693,1708
1579,3461
3705,429
4759,1124
2107,3618
875,3878
760,3970
1654,227
3442,3578
308,3722
972,1586
1301,437
3709,3730
3735,4905
3888,4229
3921,2465
4095,4352
2250,3684
2898,2488
4114,3067
2864,2395
1803,1501
257,1313
3354,769
3313,2946
2240,3530
327,3020
3363,1456
4702,4611
458,1871
4445,2137
4384,1722
2965,754
3900,2992
2873,4388
2559,3360
3534,2581
1694,1916
2061,2429
1255,951
1535,286
2256,4548
4452,3964
4118,3831
4115,2173
1888,3129
3064,2393
4132,3797
3280,4494
3324,1079
2908,1633
4378,2346
3772,562
4449,518
3895,1529
2206,417
493,4373
3236,1561
4837,4343
3364,1210
1778,2606
2778,3021
3621,614
1141,344
3733,1456
4749,1547
1096,1558
1659,152
3371,518
1092,4548
1000,4684
1992,4256
2585,346
2875,2673
4777,51
3300,4110
3826,2671
3865,2988
4299,4472
2375,1508
2981,844
2150,2812
4913,1779
3954,36
3889,3316
1631,4270
3774,3451
2625,2509
1207,3508
2034,546
3433,261
1813,4021
2675,528
3293,2111
3207,976
2460,728
230,4265
264,3844
2481,4871
2135,1848
1692,2613
3717,2835
2767,2747
73,2030
2838,1761
4492,1430
4909,4220
1976,4575
2293,3024
1384,1551
2099,825
1308,1969
618,326
1887,3700
3640,2883
4094,3584
117,1381
2179,3556
1326,590
1876,4795
2222,972
2199,2442
3322,2820
519,3191
2325,855
2767,732
4104,995
2082,3856
1831,2827
2039,2716
4144,47
130,3887
1809,883
723,3327
4733,3646
3784,3805
3974,3951
2633,2595
172,3482
228,3694
1441,3287
2913,1989
3601,1772
1545,747
4371,4709
2565,101
276,2041
3144,4130
2685,4376
1633,2027
1147,4983
4708,220
1107,1311
387,4485
3155,2119
420,2592
4950,3372
720,3572
2956,2585
1147,3897
874,4706
2990,2568
2411,2396
343,1382
390,1110
4414,4245
493,3224
1932,3653
2335,2566
3723,4273
501,2148
2193,4496
995,247
3295,1262
4618,4229
3515,2065
4963,1781
125,1337
1877,3552
2355,3679
373,2352
4867,2722
1722,3061
1897,4719
399,1485
13,4338
2327,3848
3385,1026
2297,2857
2305,599
724,2742
2179,2977
2299,4134
1404,4922
4804,1210
866,4388
1832,3769
212,4956
989,418
1568,1086
2388,436
1067,1107
1949,2357
1694,1637
3068,1510
2943,2858
3572,3175
4223,4501
2603,4050
1103,3847
3852,4568
3484,2077
425,4943
989,580
631,2680
4316,1840
1497,2879
3608,4833
1817,4151
3562,3169
2745,4781
997,495
4742,740
2886,3474
4151,2648
3737,4006
155,3057
1637,4145
1340,1568
2779,3353
3312,3345
2777,1699
1487,4924
508,233
3713,3676
3625,146
463,122
2022,3878
4013,2075
308,1777
516,78
4131,3001
4720,971
3529,1495
1857,3928
1050,4979
497,65
1369,4297
505,2089
412,4343
390,3564
1188,2245
4260,2950
1083,1375
4314,3266
2549,4407
3410,879
3463,4373
835,3211
2745,4879
1652,100
321,3704
4518,1547
2424,4511
3459,1504
3138,1708
3606,4090
3515,1300
1969,1592
4578,1345
493,2810
1178,687
4255,537
3252,2690
2645,3587
2420,1511
634,4989
3068,4026
771,285
3288,780
3654,589
2701,356
3965,3938
3331,4987
1399,1207
523,2786
3884,3400
133,2806
3481,1874
2020,84
4926,2137
1867,3892
4705,3714
1840,1786
3419,1763
4330,3512
1389,2370
4857,2477
2175,666
2206,615
4902,201
1260,2441
3631,1881
211,375
373,3216
1027,645
4721,2802
2482,568
1877,4640
135,4452
952,570
4900,522
1013,3635
3983,2074
364,2793
4159,226
2246,4577
2657,724
4393,4649
3386,1010
2430,633
439,2409
2094,19
2969,2316
2923,984
3420,2236
1248,1320
1717,98
4789,4724
1592,3015
1879,2411
2929,1147
4925,4046
442,1274
1858,4463
3647,170
857,3485
4344,1227
368,591
4892,1468
3294,149
1406,4702
3723,2208
2308,920
897,4147
2076,4302
3243,2915
3061,3465
400,714
1322,4174
787,514
1129,4716
777,901
4383,3897
2568,491
435,1533
427,2473
3646,2478
2403,4931
1401,2588
2668,409
376,2844
2470,2913
4554,3904
1771,3595
78,566
2884,794
4637,4176
878,3267
2202,1434
1497,677
1180,3914
4371,3229
873,3824
3104,245
3867,3603
1365,2649
2911,2779
4764,3213
4347,3207
4509,117
2653,4365
4745,3374
2514,2496
2497,652
4295,2444
259,36
4561,708
969,761
411,507
2120,1515
121,2807
696,2881
624,4436
1375,416
3132,1867
990,3523
4582,1546
4271,3462
2412,2709
3826,3068
1104,3
2407,4069
637,3260
4824,3932
3342,1788
4170,4446
3628,1492
670,2479
3930,3804
42,31
4893,3524
855,1824
2499,2801
306,4660
1843,3509
3208,1246
1434,3632
2226,4115
353,683
3267,2166
4839,3704
335,3639
2969,4624
3625,2920
1912,3028
1710,146
4089,1020
4191,4924
590,1528
1222,558
4037,2098
2391,3487
672,2253
3981,4795
4160,2970
3969,2186
431,3847
4069,1917
1946,2882
3453,1059
4885,2442
4339,3247
1008,80
1704,1380
2216,4889
3738,4845
4171,1093
3428,1563
2998,1311
1944,842
4089,3351
4671,4175
2546,4944
1733,4678
2044,560
4565,4852
20
2218,2303;1000,2303
4776,4836;1948,4836
3654,1088;3654,3585
1196,3996;1196,3890
4694,956;4694,195
2935,5;657,5
1384,3792;4887,3792
4243,4546;4243,2485
4319,538;9,538
2576,3911;4512,3911
4033,1858;4444,1858
16,939;16,3571
1588,189;2556,189
2553,1997;1024,1997
3075,2710;3509,2710
763,4721;3220,4721
201,3974;201,3350
267,2811;267,536
4691,3382;4691,2599
2210,2378;2210,4850
10
3850,116;1586,433
2660,2727;1345,3073
4144,4727;2467,3519
3632,4298;4539,3743
518,464;713,495
799,783;2091,2871
4958,1744;2933,996
2893,2601;4331,3517
2325,4717;2824,4298
4272,3738;223,4850
22
1392,4937;11>11-11<11+
1392,4947;11-11<11+11>
1402,4937;11<11+11>11-
1402,4947;11+11>11-11<
100,1000;1000-1000+
1000,100;1000>1000<
600,1000;1000-1000+
1000,600;1000>1000<
1100,1000;1000-1000+
1000,1100;1000>1000<
1600,1000;1000-1000+
1000,1600;1000>1000<
2100,1000;1000-1000+
1000,2100;1000>1000<
2600,1000;1000-1000+
1000,2600;1000>1000<
3100,1000;1000-1000+
1000,3100;1000>1000<
3600,1000;1000-1000+
1000,3600;1000>1000<
4100,1000;1000-1000+
1000,4100;1000>1000<
